"","x"
"236","As a lover of 7 dogs and wanting a dachshund to be my next. It's THAT for me. Love it so much x"
"237","Hi ho ho definitely love THAT 
I love it yes please oasis <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"238","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
my little sausage dog at home looks just like this <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"239","THAT, a festive sausage dog, what's not to love! <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"240","The dachshund one love doggies and oasis fashion <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"241","This is hard because I like both so hard ho I choose That"
"242","Dachshund Jumper  is lovely!"
"243","That- you can't beat a dressed up sausage dog!"
"244","That dachshund jumper is adorable <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"245","Love this Robin print jumper!"
"246","Holly Wells - perfect Christmas jumper for you!"
"247","this, I love robins, reely feisty"
"248","THAT Dachshund jumper :D"
"249","This robin knit! Fab! I could do with a nice new winter jumper."
"250","That, my daughter loves them."
"251","Liked and shared! Lovely giveaway! Xx would love the robin xx"
"252","THAT dachshund jumper is lovely"
"253","Aw i just love the robin one"
"254","That!  I love Robins but that doggy is so sweet!"
"255","Has to be this robin too cute actually would look great on me <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> well it might <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"256","THAT THAT THAT THAT THAT  THAT THAT THAT THAT THAT THAT THAT THAT THAT say Otto, Roo and Geoff"
"257","I’d love to win THIS Robin Knit please! Xx"
"258","THAT omg havent seen a cute dog christmas jumper yet!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"259","Oh has to be the Dachshund.  I have a black and tan ."
"260","THIS Robin Knit - as I love the cheeky Robin that sits on our back garden step :-)"
"261","I love THAT Dachshund jumper x"
"262","This please x love it!"
"263","THAT Dachshund Jumper please <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> xxx"
"264","THAT daschund jumper is *the most* adorable thing. I love it so so much!!"
"265","This please loving and sharing fingers crossed good luck everyone"
"266","THAT Dachshund Jumper is Adorable! and Sparkly! I Love it! <3"
"267","I prefer THIS robin knit, I think it looks great, I would love to wear it on Christmas Day. X"
"268","Definitely that, the Daschund jumper <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"269","THAT Dachshund jumper <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"270","Chrissie Jay-Watson now here are our actual Christmas jumpers for this year! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"271","THIS
Fabulous giveaway thank for the chance"
"272","I'm loving THAT Dachshund :-)"
"273","THAT... I'd love to wear it whilst Daschund through the snow... 

Sorry, couldn't resist ;-)"
"274","THAT

I'd love to win the dachshund jumper for my daughter who is dog mad <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"275","The Dachshund knit for me please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"276","It has to be This the lovely Robin"
"277","This Robin knit. Always wanted a Christmas knit"
"278","I love THIS better that that, I think, liked and shared"
"279","THAT Dachshund Jumper please"
"280","THIS Rocky Robin jumper for me please"
"281","THIS robin knit <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BE><ed><U+00B4><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>"
"282","THAT because my daughter loves Dachshunds!"
"283","Karen O'Hara awww the doggie!!!! We NEED these!! X"
"284","Definitely this robin Rea Verdon then I wouldn’t have to be jealous of your gorgeous robin jumper lol xx"
"285","THIS Robin is much more festive x"
"286","That dachshund jumper x"
"287","both jumpers are gorgeous but I love the dachshund"
"288","Robin.  :-) Liked & shared, good luck everyone."
"289","That! Because Dachshund through the snow."
"290","Ooh THIS robin please ready for panto season <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0085>"
"291","THAT pleaseI do love med ogs!"
"292","This please I love robins how cute <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"293","This great prize An both fab jumpers <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"294","THIS, just love it, always reminds me of lost loved ones and the magic of family at Christmas x"
"295","Judy Adams there's a sausage dog Xmas jumper with your name on it...."
"296","Debbie Bishop I can see you in the daschund jumper <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"297","That Dachshund jumper x"
"298","THAT daschund jumper fingers crossed"
"299","THIS ROBIN KNIT, looks beautiful <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"300","Definitely Dachshund as I have one and they're the funniest and cheesiest <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6> xx"
"301","The dachsaund jumper please, I absolutelty love them ."
"302","the robin knit is beautiful, very much my favourite"
"303","Dachshund <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+2764><U+FE0F>looks like our dog Bentley xx"
"304","THAT is so cute!!!!! #PLEASELETMEWIN!!!"
"305","THAT the dashund jumper is fab <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"306","THAT Dachshund jumper <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"307","Both jumpers are fab.. the navy jumper is my favourite <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"308","Dachsund <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> it's lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"309","N'aw both really cute but that Dachshund is my fave <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>"
"310","THAT I utterly LOVE <3 cute and lovely jumper"
"311","This! Nothing says Christmas like a robin red breast! X"
"312","THAT DASHOUND JUMPER <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"313","That daschund jumper <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"314","Robin is my fave dachshund my daughters both adorable <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><U+2744><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+0081>"
"315","Dachshund Jumper...<ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+263A><U+FE0F><U+263A><U+FE0F>"
"316","Usually I'd go for the Robin but in this case I prefer THAT"
"317","THIS Robin jumper please xxx"
"318","If I had to choose just one it would be the robin x"
"319","That daschund jumper...reminds me of our little daschund<ed><U+00A0><U+00BD><ed><U+00B8><U+0094>"
"320","THAT I would be barking mad not to xx"
"321","Loving the Dachshund Jumper"
"322","As a doggy lover it has to be THAT Dachshund Jumper <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>"
"323","THIS Robin knit after all its the Robins who report to santa who's been good or naughty!"
"324","Definitely THAT!! I love Dachshund’s - so gorgeous!! <ed><U+00A0><U+00BC><ed><U+00BE><U+0084><U+2764><U+FE0F>"
"325","THAT dachshund jumper please!"
"326","Dachshund jumper is gorgeous <ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BE><ed><U+00B4><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"327","Has to be th Dachshund being a dog lover"
"328","Both really cute. Favourite has to be THAT dachshund doggy one. Liked and shared"
"329","Aww definitely THAT so cute - would be awesome to wear for Christmas Day <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>"
"330","Loving this totally <ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"331","THAT! if I add a pic of my fur baby do I get an extra entry <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>"
"332","THIS little Robin! Just like the one I feed/chat to in my garden! X"
"333","THIS, Robin's are really Christmassy to me :)"
"334","Love both but That dachshund just edges it!"
"335","The Dashing Dashound every time!"
"336","THAT Dachshund Jumper ^_^"
"337","THAT is my favourite, so cute"
"338","THAT robin jumper is my favourite <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"339","This I love robins and it looks cosy"
"340","THAT for me please. Fantastic giveaway please count me in"
"341","THAT Dachshund Jumper is super cute #WINIT"
"342","THAT Dachshund Jumore! Xmas hats on dogs, who could resist! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"343","THAT Dachshund Jumper...because dogs are not just for Christmas ;) x"
"344","THAT Dachshund Jumper please!"
"345","The Robin - always reminds us of my dad <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> xx"
"346","THAT Dachshund jumper is fab!"
"347","Love this, the lovely rocking robin!"
"348","THIS Robin Knit would be super cute & comfy on Christmas Day #WINIT"
"349","THAT Dachshund Jumper  <3"
"350","THAT Dachshund jumper <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"351","THIS  - jumper is fab & love robins<ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>"
"352","Love the robin <3 liked and shared Michelle Doran"
"353","THAT - you would make a Dachshund owner yet to own a Dachshund Christmas jumper very happy! <ed><U+00A0><U+00BD><ed><U+00B0><U+00BE>"
"354","THIS. <U+2764><U+FE0F> love the clothes here and is my favourite shop. Fingers crossed. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"355","Love THAT dachshund jumper!"
"356","I love robins but as a Dog owner, it has to be THAT Dachshund Jumper <3"
"357","Love both. But would have to be the dog jumper. Love the poochies."
"358","Love them both..but my choice would be the robin x"
"359","THIS but both so cute <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"360","THIS please! Robins are my favourite birds. It's a lovely top x
Thanks very much for the chance x"
"361","That Dachshund love it <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"362","Robin for good luck but like position of Dachshund low on jumper"
"363","That dachshund jumper!!!! Love love love it!!"
"364","That Dachshund jumper definitely!! Dachshunds every time!!!! <U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"365","May I nearly bought this jumper lol it has a bruno!"
"366","THAT x just a lovely item x"
"367","THAT Dachshund Jumper is gorgeous!!!! LOVE"
"368","THAT..... who doesn’t like a dog in a Christmas hat?! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2718>"
"369","THAT Dachshund Jumper (y)"
"370","I prefer THAT Dachshund Jumper :) #WIN Fantastic giveaway! Liked and shared. Thank you x"
"371","Definitely that dachshund jumper so cute"
"372","Ooh THAT Dachshund is adorable x"
"373","Soooo hard to choose. But going with... THAT dachshund jumper"
"374","That....I foster dogs and people think im crazy so perfect for me <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"375","Definitely THAT Dachsund Jumper <3 :)"
"376","THIS robin, LOVE robins it was my grandads name too <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"377","That Dachshund jumper :D"
"378","THIS Robin knit would be so cute for winter <U+2744><U+FE0F>"
"379","THIS definitely, my wife would love it."
"380","That dachshund jumper <ed><U+00A0><U+00BD><ed><U+00B0><U+0095><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>"
"381","THAT Dachshund jumper please, absolutely love it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"382","I LOVE BOTH! but THAT wins my vote this time <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"383","I like the Dachshund dog , there both smart"
"384","THAT - for sure! Our rescue dashund agrees!"
"385","L<3ve the cuttie Daschund ...1 for me please :)"
"386","That dachshund jumper is so adorable!!!! Would love to win <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"387","I prefer that daschund jumper fab for christmas"
"388","THIS robin knit is definitely my favourite :-)"
"389","Robin knit cuter jumper it's fabulous"
"390","THAT Dachshund as I have a Dash Cross."
"391","Got to be that dachshund jumper!"
"392","THAT dachshund jumper for sure!!! That proud stance reminds me of my baby girl Honey, who sadly is no longer with us...... <3"
"393","This robin knit. I love dachshunds but love the navy colour of the robin one <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BE><U+0084>!"
"394","THAT dachshund jumper <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"395","I would <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>the Dachshund Jumper thanks for the chance <ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"396","That daschund...love it!"
"397","That daschund jumper! I love those dogs! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"398","This. Robin jumper would be lovely!<ed><U+00A0><U+00BC><ed><U+00BC><U+00B2><ed><U+00A0><U+00BC><ed><U+00BC><U+00B2><ed><U+00A0><U+00BC><ed><U+00BC><U+00B2><ed><U+00A0><U+00BC><ed><U+00BC><U+00B2><ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BE><U+0085>"
"399","THAT Dachshung Jumper please"
"400","The dachshund!!! My dachshund passed away christmas 2014... still miss my sweet polly ."
"401","That Daschund puppy is too cute!x"
"402","Love THAT Dachshund jumper  so cute :3 <U+2764>"
"403","can't beat a robin especially at Christmas time <U+2603><U+FE0F> my very special mum checking in on me extra comforting at such a special time of year <U+2665><U+FE0F>"
"404","Oh definitely that daschund jumper it's adorable!!"
"405","THAT Dachshund Jumper xx"
"406","Liked and shared love the robin one ty x"
"407","Both lovely but the Dachshund jumper so beautiful"
"408","THIS would make a perfect addition to my Oasis jumper collection!"
"409","THAT dachshund knit! I am a massive dog lover and would love that Christmas jumper! <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BE><ed><U+00B4><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"410","THIS Robin knit - I love robins!"
"411","Dachshund jumper - sparkly and reminds me of my workplace."
"412","That!! Sausage dogs are my favourite! Check it out Jenny Withers! xx"
"413","Aw, love THIS Robin Knit #WIN"
"414","This Robin jumper is lovely and would be the one I would pick. <ed><U+00A0><U+00BD><ed><U+00B0><U+00A6> <ed><U+00A0><U+00BC><ed><U+00BE><U+0084> <ed><U+00A0><U+00BC><ed><U+00BE><U+0085>"
"415","Love THAT dashound jumper"
"416","Love the Dachshund jumper. Happy Holidays and thank you for the chance."
"417","This robins remind me of christmas"
"418","Definitely THAT dachshund jumper <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>"
"419","<ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+009E>Love This Robin Knit <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BD><ed><U+00B8><U+0097> loyal to my Dalmatian and Jack Russell <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"420","Ooh THAT please! It's perfectly festive and classy too!"
"421","THIS robin knit, such a cute design"
"422","THIS robin knit in ode to the fine red breast who enjoys our garden. <U+2764> Oasis."
"423","THIS Robin Knit so cute :)"
"424","THAT Dachshund, it's adorable!"
"425","THAT dachshund jumper is too cute! xx"
"426","#This love the robin jumper."
"427","THAT, lovely robin red breast!."
"428","Loving the dachshund one pls liked and shared ty x"
"429","I would love to win the robin knit jumper."
